author,species,numInd,p/i,country,state,city,lat,long,year,month,day,biosamp,sra,identifier
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157397,SRS1466622,Palmieri:Zuma:California:USA:Feb:11:2012:Sz39
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157396,SRS1466621,Palmieri:Zuma:California:USA:Feb:11:2012:Sz37
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157395,SRS1466620,Palmieri:Zuma:California:USA:Feb:11:2012:Sz35
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157394,SRS1466619,Palmieri:Zuma:California:USA:Feb:11:2012:Sz33
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157393,SRS1466618,Palmieri:Zuma:California:USA:Feb:11:2012:Sz31
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157392,SRS1466616,Palmieri:Zuma:California:USA:Feb:11:2012:Sz30
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157391,SRS1466615,Palmieri:Zuma:California:USA:Feb:11:2012:Sz3
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157390,SRS1466614,Palmieri:Zuma:California:USA:Feb:11:2012:Sz299
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157389,SRS1466613,Palmieri:Zuma:California:USA:Feb:11:2012:Sz298
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157388,SRS1466612,Palmieri:Zuma:California:USA:Feb:11:2012:Sz293
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157387,SRS1466611,Palmieri:Zuma:California:USA:Feb:11:2012:Sz291
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157386,SRS1466610,Palmieri:Zuma:California:USA:Feb:11:2012:Sz29
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157385,SRS1466609,Palmieri:Zuma:California:USA:Feb:11:2012:Sz289
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157384,SRS1466608,Palmieri:Zuma:California:USA:Feb:11:2012:Sz288
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157383,SRS1466607,Palmieri:Zuma:California:USA:Feb:11:2012:Sz287
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157382,SRS1466605,Palmieri:Zuma:California:USA:Feb:11:2012:Sz286
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157381,SRS1466604,Palmieri:Zuma:California:USA:Feb:11:2012:Sz285
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157380,SRS1466603,Palmieri:Zuma:California:USA:Feb:11:2012:Sz282
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157379,SRS1466602,Palmieri:Zuma:California:USA:Feb:11:2012:Sz281
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157378,SRS1466601,Palmieri:Zuma:California:USA:Feb:11:2012:Sz275
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157377,SRS1466600,Palmieri:Zuma:California:USA:Feb:11:2012:Sz274
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157376,SRS1466599,Palmieri:Zuma:California:USA:Feb:11:2012:Sz272
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157375,SRS1466598,Palmieri:Zuma:California:USA:Feb:11:2012:Sz271
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157374,SRS1466597,Palmieri:Zuma:California:USA:Feb:11:2012:Sz270
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157373,SRS1466596,Palmieri:Zuma:California:USA:Feb:11:2012:Sz27
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157372,SRS1466594,Palmieri:Zuma:California:USA:Feb:11:2012:Sz268
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157371,SRS1466593,Palmieri:Zuma:California:USA:Feb:11:2012:Sz267
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157370,SRS1466591,Palmieri:Zuma:California:USA:Feb:11:2012:Sz266
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157369,SRS1466592,Palmieri:Zuma:California:USA:Feb:11:2012:Sz265
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157368,SRS1466590,Palmieri:Zuma:California:USA:Feb:11:2012:Sz262
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157367,SRS1466589,Palmieri:Zuma:California:USA:Feb:11:2012:Sz261
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157366,SRS1466588,Palmieri:Zuma:California:USA:Feb:11:2012:Sz26
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157365,SRS1466587,Palmieri:Zuma:California:USA:Feb:11:2012:Sz259
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157364,SRS1466586,Palmieri:Zuma:California:USA:Feb:11:2012:Sz257
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157363,SRS1466585,Palmieri:Zuma:California:USA:Feb:11:2012:Sz254
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157362,SRS1466583,Palmieri:Zuma:California:USA:Feb:11:2012:Sz253
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157361,SRS1466584,Palmieri:Zuma:California:USA:Feb:11:2012:Sz252
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157360,SRS1466581,Palmieri:Zuma:California:USA:Feb:11:2012:Sz249
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157359,SRS1466580,Palmieri:Zuma:California:USA:Feb:11:2012:Sz248
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157358,SRS1466579,Palmieri:Zuma:California:USA:Feb:11:2012:Sz246
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157357,SRS1466578,Palmieri:Zuma:California:USA:Feb:11:2012:Sz244
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157356,SRS1466577,Palmieri:Zuma:California:USA:Feb:11:2012:Sz243
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157355,SRS1466576,Palmieri:Zuma:California:USA:Feb:11:2012:Sz241
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157354,SRS1466575,Palmieri:Zuma:California:USA:Feb:11:2012:Sz240
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157353,SRS1466574,Palmieri:Zuma:California:USA:Feb:11:2012:Sz24
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157352,SRS1466771,Palmieri:Zuma:California:USA:Feb:11:2012:Sz238
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157351,SRS1466770,Palmieri:Zuma:California:USA:Feb:11:2012:Sz237
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157350,SRS1466769,Palmieri:Zuma:California:USA:Feb:11:2012:Sz236
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157349,SRS1466768,Palmieri:Zuma:California:USA:Feb:11:2012:Sz234
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157348,SRS1466766,Palmieri:Zuma:California:USA:Feb:11:2012:Sz233
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157347,SRS1466767,Palmieri:Zuma:California:USA:Feb:11:2012:Sz232
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157346,SRS1466765,Palmieri:Zuma:California:USA:Feb:11:2012:Sz229
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157345,SRS1466764,Palmieri:Zuma:California:USA:Feb:11:2012:Sz228
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157344,SRS1466763,Palmieri:Zuma:California:USA:Feb:11:2012:Sz226
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157343,SRS1466762,Palmieri:Zuma:California:USA:Feb:11:2012:Sz225
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157342,SRS1466760,Palmieri:Zuma:California:USA:Feb:11:2012:Sz223
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157341,SRS1466759,Palmieri:Zuma:California:USA:Feb:11:2012:Sz220
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157340,SRS1466758,Palmieri:Zuma:California:USA:Feb:11:2012:Sz22
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157339,SRS1466757,Palmieri:Zuma:California:USA:Feb:11:2012:Sz218
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157338,SRS1466755,Palmieri:Zuma:California:USA:Feb:11:2012:Sz217
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157337,SRS1466756,Palmieri:Zuma:California:USA:Feb:11:2012:Sz214
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157336,SRS1466754,Palmieri:Zuma:California:USA:Feb:11:2012:Sz213
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157335,SRS1466753,Palmieri:Zuma:California:USA:Feb:11:2012:Sz212
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157334,SRS1466752,Palmieri:Zuma:California:USA:Feb:11:2012:Sz211
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157333,SRS1466751,Palmieri:Zuma:California:USA:Feb:11:2012:Sz210
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157332,SRS1466749,Palmieri:Zuma:California:USA:Feb:11:2012:Sz21
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157331,SRS1466748,Palmieri:Zuma:California:USA:Feb:11:2012:Sz209
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157330,SRS1466747,Palmieri:Zuma:California:USA:Feb:11:2012:Sz208
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157329,SRS1466746,Palmieri:Zuma:California:USA:Feb:11:2012:Sz207
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157328,SRS1466745,Palmieri:Zuma:California:USA:Feb:11:2012:Sz205
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157327,SRS1466744,Palmieri:Zuma:California:USA:Feb:11:2012:Sz204
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157326,SRS1466743,Palmieri:Zuma:California:USA:Feb:11:2012:Sz203
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157325,SRS1466742,Palmieri:Zuma:California:USA:Feb:11:2012:Sz202
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157324,SRS1466741,Palmieri:Zuma:California:USA:Feb:11:2012:Sz201
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157323,SRS1466740,Palmieri:Zuma:California:USA:Feb:11:2012:Sz200
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157322,SRS1466738,Palmieri:Zuma:California:USA:Feb:11:2012:Sz199
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157321,SRS1466737,Palmieri:Zuma:California:USA:Feb:11:2012:Sz197
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157320,SRS1466736,Palmieri:Zuma:California:USA:Feb:11:2012:Sz196
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157319,SRS1466735,Palmieri:Zuma:California:USA:Feb:11:2012:Sz194
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157318,SRS1466733,Palmieri:Zuma:California:USA:Feb:11:2012:Sz193
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157317,SRS1466734,Palmieri:Zuma:California:USA:Feb:11:2012:Sz191
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157316,SRS1466732,Palmieri:Zuma:California:USA:Feb:11:2012:Sz190
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157315,SRS1466731,Palmieri:Zuma:California:USA:Feb:11:2012:Sz19
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157314,SRS1466729,Palmieri:Zuma:California:USA:Feb:11:2012:Sz189
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157313,SRS1466730,Palmieri:Zuma:California:USA:Feb:11:2012:Sz186
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157312,SRS1466727,Palmieri:Zuma:California:USA:Feb:11:2012:Sz185
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157311,SRS1466725,Palmieri:Zuma:California:USA:Feb:11:2012:Sz184
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157310,SRS1466726,Palmieri:Zuma:California:USA:Feb:11:2012:Sz182
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157309,SRS1466724,Palmieri:Zuma:California:USA:Feb:11:2012:Sz181
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157308,SRS1466723,Palmieri:Zuma:California:USA:Feb:11:2012:Sz176
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157307,SRS1466722,Palmieri:Zuma:California:USA:Feb:11:2012:Sz175
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157306,SRS1466721,Palmieri:Zuma:California:USA:Feb:11:2012:Sz173
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157305,SRS1466720,Palmieri:Zuma:California:USA:Feb:11:2012:Sz172
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157304,SRS1466719,Palmieri:Zuma:California:USA:Feb:11:2012:Sz169
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157303,SRS1466718,Palmieri:Zuma:California:USA:Feb:11:2012:Sz168
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157302,SRS1466715,Palmieri:Zuma:California:USA:Feb:11:2012:Sz166
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157301,SRS1466712,Palmieri:Zuma:California:USA:Feb:11:2012:Sz164
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157300,SRS1466710,Palmieri:Zuma:California:USA:Feb:11:2012:Sz163
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157299,SRS1466709,Palmieri:Zuma:California:USA:Feb:11:2012:Sz162
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157298,SRS1466707,Palmieri:Zuma:California:USA:Feb:11:2012:Sz160
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157297,SRS1466708,Palmieri:Zuma:California:USA:Feb:11:2012:Sz16
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157296,SRS1466704,Palmieri:Zuma:California:USA:Feb:11:2012:Sz158
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157295,SRS1466698,Palmieri:Zuma:California:USA:Feb:11:2012:Sz155
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157294,SRS1466697,Palmieri:Zuma:California:USA:Feb:11:2012:Sz154
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157293,SRS1466696,Palmieri:Zuma:California:USA:Feb:11:2012:Sz153
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157292,SRS1466690,Palmieri:Zuma:California:USA:Feb:11:2012:Sz151
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157291,SRS1466687,Palmieri:Zuma:California:USA:Feb:11:2012:Sz15
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157290,SRS1466686,Palmieri:Zuma:California:USA:Feb:11:2012:Sz149
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157289,SRS1466684,Palmieri:Zuma:California:USA:Feb:11:2012:Sz146
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157288,SRS1466685,Palmieri:Zuma:California:USA:Feb:11:2012:Sz145
Signor,Drosophila simulans,20,I,USA,California,Zuma,34.0259N,118.7798W,2012,Feb,11,SAMN05157287,SRS1466683,Palmieri:Zuma:California:USA:Feb:11:2012:Sz143
