row,author,species,numInd,p/i,continent,country,state,city,lat,long,year,month,day,biosamp,sra,identifier
130, Machado,Drosophila_simulans,38,I,North_America,USA,Maine,Bowdoin,44,-69.96,2011,Oct,01,SAMN03452784,SRR2859225,Machado:Bowdoin:Maine:North_America:Oct:01:2011:H_3_1
131, Machado,Drosophila_simulans,38,I,North_America,USA,Maine,Bowdoin,44,-69.96,2011,Oct,01,SAMN03452785,SRR2859226,Machado:Bowdoin:Maine:North_America:Oct:01:2011:H_5_1
132, Machado,Drosophila_simulans,38,I,North_America,USA,Maine,Bowdoin,44,-69.96,2011,Oct,01,SAMN03452786,SRR2859227,Machado:Bowdoin:Maine:North_America:Oct:01:2011:H_7_1
133, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452972,SRR2859228,Machado:Homestead:Florida:North_America:May:01:2011:H_9_1
134, Machado,Drosophila_simulans,50,I,North_America,USA,Virginia,Charlottesville,38,-78.47,2010,Sep,01,SAMN03452960,SRR2859229,Machado:Charlottesville:Virginia:North_America:Sep:01:2010:I_1_1
135, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452791,SRR2859230,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:I_10_1
136, Machado,Drosophila_simulans,50,I,North_America,USA,Virginia,Charlottesville,38,-78.47,2010,Sep,01,SAMN03452965,SRR2859231,Machado:Charlottesville:Virginia:North_America:Sep:01:2010:I_11_1
137, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452792,SRR2859232,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:I_12_1
138, Machado,Drosophila_simulans,50,I,North_America,USA,Virginia,Charlottesville,38,-78.47,2010,Sep,01,SAMN03452966,SRR2859233,Machado:Charlottesville:Virginia:North_America:Sep:01:2010:I_13_1
139, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452793,SRR2859234,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:I_14_1
140, Machado,Drosophila_simulans,50,I,North_America,USA,Virginia,Charlottesville,38,-78.47,2010,Sep,01,SAMN03452967,SRR2859235,Machado:Charlottesville:Virginia:North_America:Sep:01:2010:I_15_1
141, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452794,SRR2859236,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:I_16_1
142, Machado,Drosophila_simulans,50,I,North_America,USA,Virginia,Charlottesville,38,-78.47,2010,Sep,01,SAMN03452968,SRR2859237,Machado:Charlottesville:Virginia:North_America:Sep:01:2010:I_17_1
143, Machado,Drosophila_simulans,50,I,North_America,USA,Virginia,Charlottesville,38,-78.47,2010,Sep,01,SAMN03452969,SRR2859238,Machado:Charlottesville:Virginia:North_America:Sep:01:2010:I_19_1
144, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452787,SRR2859239,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:I_2_1
145, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452795,SRR2859240,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:I_20_1
146, Machado,Drosophila_simulans,50,I,North_America,USA,Virginia,Charlottesville,38,-78.47,2010,Sep,01,SAMN03452970,SRR2859241,Machado:Charlottesville:Virginia:North_America:Sep:01:2010:I_21_1
147, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452796,SRR2859242,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:I_22_1
148, Machado,Drosophila_simulans,50,I,North_America,USA,Virginia,Charlottesville,38,-78.47,2010,Sep,01,SAMN03452971,SRR2859243,Machado:Charlottesville:Virginia:North_America:Sep:01:2010:I_23_1
149, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452797,SRR2859244,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:I_24_1
150, Machado,Drosophila_simulans,50,I,North_America,USA,Virginia,Charlottesville,38,-78.47,2010,Sep,01,SAMN03452961,SRR2859245,Machado:Charlottesville:Virginia:North_America:Sep:01:2010:I_3_1
151, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452788,SRR2859246,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:I_4_1
152, Machado,Drosophila_simulans,50,I,North_America,USA,Virginia,Charlottesville,38,-78.47,2010,Sep,01,SAMN03452962,SRR2859247,Machado:Charlottesville:Virginia:North_America:Sep:01:2010:I_5_1
153, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452789,SRR2859248,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:I_6_1
154, Machado,Drosophila_simulans,50,I,North_America,USA,Virginia,Charlottesville,38,-78.47,2010,Sep,01,SAMN03452963,SRR2859249,Machado:Charlottesville:Virginia:North_America:Sep:01:2010:I_7_1
155, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452790,SRR2859250,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:I_8_1
156, Machado,Drosophila_simulans,50,I,North_America,USA,Virginia,Charlottesville,38,-78.47,2010,Sep,01,SAMN03452964,SRR2859251,Machado:Charlottesville:Virginia:North_America:Sep:01:2010:I_9_1
157, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452887,SRR2859252,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:J_1_1
158, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452981,SRR2859253,Machado:Homestead:Florida:North_America:May:01:2011:J_11_1
159, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452982,SRR2859254,Machado:Homestead:Florida:North_America:May:01:2011:J_13_1
160, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452984,SRR2859256,Machado:Homestead:Florida:North_America:May:01:2011:J_17_1
161, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452985,SRR2859257,Machado:Homestead:Florida:North_America:May:01:2011:J_19_1
162, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452986,SRR2859258,Machado:Homestead:Florida:North_America:May:01:2011:J_21_1
163, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452987,SRR2859259,Machado:Homestead:Florida:North_America:May:01:2011:J_23_1
164, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452888,SRR2859260,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:J_3_1
165, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452889,SRR2859261,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:J_5_1
166, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452890,SRR2859262,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:J_7_1
167, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452980,SRR2859263,Machado:Homestead:Florida:North_America:May:01:2011:J_9_1
168, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452891,SRR2859264,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:K_1_1
169, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452802,SRR2859265,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:K_10_1
170, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452896,SRR2859266,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:K_11_1
171, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452897,SRR2859267,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:K_13_1
172, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452803,SRR2859268,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:K_14_1
173, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452898,SRR2859269,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:K_15_1
174, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452804,SRR2859270,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:K_16_1
175, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452899,SRR2859271,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:K_17_1
176, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452805,SRR2859272,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:K_18_1
177, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452900,SRR2859273,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:K_19_1
178, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452798,SRR2859274,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:K_2_1
179, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452806,SRR2859275,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:K_20_1
180, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452901,SRR2859276,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:K_21_1
181, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452902,SRR2859277,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:K_23_1
182, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452807,SRR2859278,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:K_24_1
183, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452892,SRR2859279,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:K_3_1
184, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452799,SRR2859280,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:K_4_1
185, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452893,SRR2859281,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:K_5_1
186, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452800,SRR2859282,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:K_6_1
187, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452894,SRR2859283,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:K_7_1
188, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452801,SRR2859284,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:K_8_1
189, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452895,SRR2859285,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:K_9_1
190, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452988,SRR2859286,Machado:Homestead:Florida:North_America:May:01:2011:L_1_1
191, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452993,SRR2859287,Machado:Homestead:Florida:North_America:May:01:2011:L_11_1
192, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452994,SRR2859288,Machado:Homestead:Florida:North_America:May:01:2011:L_13_1
193, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452995,SRR2859289,Machado:Homestead:Florida:North_America:May:01:2011:L_15_1
194, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452996,SRR2859290,Machado:Homestead:Florida:North_America:May:01:2011:L_17_1
195, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452997,SRR2859291,Machado:Homestead:Florida:North_America:May:01:2011:L_19_1
196, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452998,SRR2859292,Machado:Homestead:Florida:North_America:May:01:2011:L_21_1
197, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452999,SRR2859293,Machado:Homestead:Florida:North_America:May:01:2011:L_23_1
198, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452989,SRR2859294,Machado:Homestead:Florida:North_America:May:01:2011:L_3_1
199, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452990,SRR2859295,Machado:Homestead:Florida:North_America:May:01:2011:L_5_1
200, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452991,SRR2859296,Machado:Homestead:Florida:North_America:May:01:2011:L_7_1
201, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03452992,SRR2859297,Machado:Homestead:Florida:North_America:May:01:2011:L_9_1
202, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452903,SRR2859298,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:M_1_1
203, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452820,SRR2859299,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:M_10_1
204, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452908,SRR2859300,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:M_11_1
205, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452821,SRR2859301,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:M_12_1
206, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452909,SRR2859302,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:M_13_1
207, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452822,SRR2859303,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:M_14_1
208, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452910,SRR2859304,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:M_15_1
209, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452823,SRR2859305,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:M_16_1
210, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452911,SRR2859306,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:M_17_1
211, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452824,SRR2859307,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:M_18_1
212, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452816,SRR2859309,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:M_2_1
213, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452825,SRR2859310,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:M_20_1
214, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452826,SRR2859311,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:M_22_1
215, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452913,SRR2859312,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:M_23_1
216, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452827,SRR2859313,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:M_24_1
217, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452904,SRR2859314,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:M_3_1
218, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452817,SRR2859315,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:M_4_1
219, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452905,SRR2859316,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:M_5_1
220, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452818,SRR2859317,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:M_6_1
221, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452906,SRR2859318,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:M_7_1
222, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452819,SRR2859319,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:M_8_1
223, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452907,SRR2859320,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:M_9_1
224, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03453000,SRR2859321,Machado:Homestead:Florida:North_America:May:01:2011:N_1_1
225, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03453004,SRR2859322,Machado:Homestead:Florida:North_America:May:01:2011:N_11_1
226, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03453005,SRR2859323,Machado:Homestead:Florida:North_America:May:01:2011:N_13_1
227, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03453006,SRR2859324,Machado:Homestead:Florida:North_America:May:01:2011:N_15_1
228, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03453007,SRR2859325,Machado:Homestead:Florida:North_America:May:01:2011:N_17_1
229, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03453008,SRR2859326,Machado:Homestead:Florida:North_America:May:01:2011:N_19_1
230, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03453009,SRR2859327,Machado:Homestead:Florida:North_America:May:01:2011:N_21_1
231, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03453010,SRR2859328,Machado:Homestead:Florida:North_America:May:01:2011:N_23_1
232, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03453001,SRR2859329,Machado:Homestead:Florida:North_America:May:01:2011:N_3_1
233, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03453002,SRR2859330,Machado:Homestead:Florida:North_America:May:01:2011:N_7_1
234, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03453003,SRR2859331,Machado:Homestead:Florida:North_America:May:01:2011:N_9_1
235, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452914,SRR2859332,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:O_1_1
236, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452812,SRR2859333,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:O_10_1
237, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452919,SRR2859334,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:O_11_1
238, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452813,SRR2859335,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:O_12_1
239, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452920,SRR2859336,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:O_13_1
240, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452814,SRR2859337,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:O_14_1
241, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452921,SRR2859338,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:O_15_1
242, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452815,SRR2859339,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:O_16_1
243, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452915,SRR2859341,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:O_3_1
244, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452809,SRR2859342,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:O_4_1
245, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452916,SRR2859343,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:O_5_1
246, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452810,SRR2859344,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:O_6_1
247, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452917,SRR2859345,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:O_7_1
248, Machado,Drosophila_simulans,41,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Nov,01,SAMN03452811,SRR2859346,Machado:Linvilla:Pennsylvania:North_America:Nov:01:2011:O_8_1
249, Machado,Drosophila_simulans,44,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Aug,01,SAMN03452918,SRR2859347,Machado:Linvilla:Pennsylvania:North_America:Aug:01:2011:O_9_1
250, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03453011,SRR2859348,Machado:Homestead:Florida:North_America:May:01:2011:P_1_1
251, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03453016,SRR2859349,Machado:Homestead:Florida:North_America:May:01:2011:P_11_1
252, Machado,Drosophila_simulans,50,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Sep,01,SAMN03452875,SRR2859350,Machado:Linvilla:Pennsylvania:North_America:Sep:01:2011:P_13_1
253, Machado,Drosophila_simulans,50,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Sep,01,SAMN03452876,SRR2859351,Machado:Linvilla:Pennsylvania:North_America:Sep:01:2011:P_15_1
254, Machado,Drosophila_simulans,50,I,North_America,USA,Pennsylvania,Linvilla,39.88,-75.41,2011,Sep,01,SAMN03452877,SRR2859352,Machado:Linvilla:Pennsylvania:North_America:Sep:01:2011:P_17_1
255, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03453012,SRR2859353,Machado:Homestead:Florida:North_America:May:01:2011:P_3_1
256, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03453013,SRR2859354,Machado:Homestead:Florida:North_America:May:01:2011:P_5_1
257, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03453014,SRR2859355,Machado:Homestead:Florida:North_America:May:01:2011:P_7_1
258, Machado,Drosophila_simulans,44,I,North_America,USA,Florida,Homestead,25.5,-80.477,2011,May,01,SAMN03453015,SRR2859356,Machado:Homestead:Florida:North_America:May:01:2011:P_9_1
259, Machado,Drosophila_simulans,65,P,North_America,USA,Pennsylania,Linvilla,39.88,-75.41,2010,Jul,01,SAMN03453017,SRR2859357,Machado:Linvilla:Pennsylania:North_America:Jul:01:2010:ECsimPA7_2010_pool_of_65_individuals
