BarghiKofler,Drosophila simulans Florida Base replicate 2,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044020,ERR2860967,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_2
BarghiKofler,Drosophila simulans Florida Base replicate 4,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044021,ERR2860968,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_4
BarghiKofler,Drosophila simulans Florida Base replicate 6,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044022,ERR2860969,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_6
BarghiKofler,Drosophila simulans Florida Base replicate 7,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044023,ERR2860970,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_7
BarghiKofler,Drosophila simulans Florida Base replicate 9,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044025,ERR2860972,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_9
BarghiKofler,Drosophila simulans Florida Base replicate 4,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044021,ERR2860975,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_4
BarghiKofler,Drosophila simulans Florida Base replicate 6,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044022,ERR2860976,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_6
BarghiKofler,Drosophila simulans Florida Base replicate 7,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044023,ERR2860977,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_7
BarghiKofler,Drosophila simulans Florida Base replicate 9,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044025,ERR2860979,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_9
BarghiKofler,Drosophila simulans Florida Base replicate 2,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044020,ERR2860981,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_2
BarghiKofler,Drosophila simulans Florida Base replicate 4,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044021,ERR2860982,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_4
BarghiKofler,Drosophila simulans Florida Base replicate 6,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044022,ERR2860983,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_6
BarghiKofler,Drosophila simulans Florida Base replicate 7,1000,P,USA,Florida,Tallahassee,30.4383,-84.2807,2010,Nov,NA,SAMEA5044023,ERR2860984,BarghiKofler:Tallahassee:Florida:USA:Nov:NA:2010:Dsim_Fl_Base_7
