author,species,numInd,p/i,country,state,city,lat,long,year,month,day,biosamp,sra,identifier
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452754,SRR2859115,Machado:NA:Maine:USA:Oct:01:2011:B_11_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452755,SRR2859116,Machado:NA:Maine:USA:Oct:01:2011:B_13_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452756,SRR2859117,Machado:NA:Maine:USA:Oct:01:2011:B_15_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452757,SRR2859118,Machado:NA:Maine:USA:Oct:01:2011:B_17_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452758,SRR2859119,Machado:NA:Maine:USA:Oct:01:2011:B_19_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452759,SRR2859120,Machado:NA:Maine:USA:Oct:01:2011:B_21_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452760,SRR2859121,Machado:NA:Maine:USA:Oct:01:2011:B_23_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452750,SRR2859122,Machado:NA:Maine:USA:Oct:01:2011:B_3_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452751,SRR2859123,Machado:NA:Maine:USA:Oct:01:2011:B_5_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452752,SRR2859124,Machado:NA:Maine:USA:Oct:01:2011:B_7_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452753,SRR2859125,Machado:NA:Maine:USA:Oct:01:2011:B_9_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452925,SRR2859126,Machado:NA:Virginia:USA:Sep:01:2010:C_1_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452930,SRR2859128,Machado:NA:Virginia:USA:Sep:01:2010:C_11_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452844,SRR2859129,Machado:NA:Pennsylvania:USA:Sep:01:2011:C_12_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452931,SRR2859130,Machado:NA:Virginia:USA:Sep:01:2010:C_13_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452932,SRR2859132,Machado:NA:Virginia:USA:Sep:01:2010:C_15_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452846,SRR2859133,Machado:NA:Pennsylvania:USA:Sep:01:2011:C_16_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452933,SRR2859134,Machado:NA:Virginia:USA:Sep:01:2010:C_17_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452847,SRR2859135,Machado:NA:Pennsylvania:USA:Sep:01:2011:C_18_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452934,SRR2859136,Machado:NA:Virginia:USA:Sep:01:2010:C_19_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452840,SRR2859137,Machado:NA:Pennsylvania:USA:Sep:01:2011:C_2_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452848,SRR2859138,Machado:NA:Pennsylvania:USA:Sep:01:2011:C_20_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452935,SRR2859139,Machado:NA:Virginia:USA:Sep:01:2010:C_21_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452849,SRR2859140,Machado:NA:Pennsylvania:USA:Sep:01:2011:C_22_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452936,SRR2859141,Machado:NA:Virginia:USA:Sep:01:2010:C_23_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452850,SRR2859142,Machado:NA:Pennsylvania:USA:Sep:01:2011:C_24_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452926,SRR2859143,Machado:NA:Virginia:USA:Sep:01:2010:C_3_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452927,SRR2859144,Machado:NA:Virginia:USA:Sep:01:2010:C_5_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452841,SRR2859145,Machado:NA:Pennsylvania:USA:Sep:01:2011:C_6_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452928,SRR2859146,Machado:NA:Virginia:USA:Sep:01:2010:C_7_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452842,SRR2859147,Machado:NA:Pennsylvania:USA:Sep:01:2011:C_8_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452929,SRR2859148,Machado:NA:Virginia:USA:Sep:01:2010:C_9_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452761,SRR2859149,Machado:NA:Maine:USA:Oct:01:2011:D_1_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452766,SRR2859150,Machado:NA:Maine:USA:Oct:01:2011:D_11_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452767,SRR2859151,Machado:NA:Maine:USA:Oct:01:2011:D_13_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452768,SRR2859152,Machado:NA:Maine:USA:Oct:01:2011:D_17_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452769,SRR2859153,Machado:NA:Maine:USA:Oct:01:2011:D_19_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452770,SRR2859154,Machado:NA:Maine:USA:Oct:01:2011:D_21_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452771,SRR2859155,Machado:NA:Maine:USA:Oct:01:2011:D_23_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452762,SRR2859156,Machado:NA:Maine:USA:Oct:01:2011:D_3_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452763,SRR2859157,Machado:NA:Maine:USA:Oct:01:2011:D_5_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452764,SRR2859158,Machado:NA:Maine:USA:Oct:01:2011:D_7_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452765,SRR2859159,Machado:NA:Maine:USA:Oct:01:2011:D_9_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452937,SRR2859160,Machado:NA:Virginia:USA:Sep:01:2010:E_1_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452855,SRR2859161,Machado:NA:Pennsylvania:USA:Sep:01:2011:E_10_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452941,SRR2859162,Machado:NA:Virginia:USA:Sep:01:2010:E_11_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452856,SRR2859163,Machado:NA:Pennsylvania:USA:Sep:01:2011:E_12_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452942,SRR2859164,Machado:NA:Virginia:USA:Sep:01:2010:E_13_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452857,SRR2859165,Machado:NA:Pennsylvania:USA:Sep:01:2011:E_14_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452943,SRR2859166,Machado:NA:Virginia:USA:Sep:01:2010:E_15_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452858,SRR2859167,Machado:NA:Pennsylvania:USA:Sep:01:2011:E_16_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452944,SRR2859168,Machado:NA:Virginia:USA:Sep:01:2010:E_17_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452851,SRR2859170,Machado:NA:Pennsylvania:USA:Sep:01:2011:E_2_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452860,SRR2859171,Machado:NA:Pennsylvania:USA:Sep:01:2011:E_20_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452946,SRR2859172,Machado:NA:Virginia:USA:Sep:01:2010:E_21_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452861,SRR2859173,Machado:NA:Pennsylvania:USA:Sep:01:2011:E_22_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452947,SRR2859174,Machado:NA:Virginia:USA:Sep:01:2010:E_23_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452862,SRR2859175,Machado:NA:Pennsylvania:USA:Sep:01:2011:E_24_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452852,SRR2859177,Machado:NA:Pennsylvania:USA:Sep:01:2011:E_4_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452853,SRR2859178,Machado:NA:Pennsylvania:USA:Sep:01:2011:E_6_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452939,SRR2859179,Machado:NA:Virginia:USA:Sep:01:2010:E_7_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452854,SRR2859180,Machado:NA:Pennsylvania:USA:Sep:01:2011:E_8_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452940,SRR2859181,Machado:NA:Virginia:USA:Sep:01:2010:E_9_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452772,SRR2859182,Machado:NA:Maine:USA:Oct:01:2011:F_1_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452777,SRR2859183,Machado:NA:Maine:USA:Oct:01:2011:F_13_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452778,SRR2859184,Machado:NA:Maine:USA:Oct:01:2011:F_15_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452779,SRR2859185,Machado:NA:Maine:USA:Oct:01:2011:F_17_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452781,SRR2859187,Machado:NA:Maine:USA:Oct:01:2011:F_21_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452782,SRR2859188,Machado:NA:Maine:USA:Oct:01:2011:F_23_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452773,SRR2859189,Machado:NA:Maine:USA:Oct:01:2011:F_3_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452774,SRR2859190,Machado:NA:Maine:USA:Oct:01:2011:F_5_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452775,SRR2859191,Machado:NA:Maine:USA:Oct:01:2011:F_7_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452776,SRR2859192,Machado:NA:Maine:USA:Oct:01:2011:F_9_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452948,SRR2859193,Machado:NA:Virginia:USA:Sep:01:2010:G_1_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452867,SRR2859194,Machado:NA:Pennsylvania:USA:Sep:01:2011:G_10_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452953,SRR2859195,Machado:NA:Virginia:USA:Sep:01:2010:G_11_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452954,SRR2859197,Machado:NA:Virginia:USA:Sep:01:2010:G_13_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452869,SRR2859198,Machado:NA:Pennsylvania:USA:Sep:01:2011:G_14_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452955,SRR2859199,Machado:NA:Virginia:USA:Sep:01:2010:G_15_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452870,SRR2859200,Machado:NA:Pennsylvania:USA:Sep:01:2011:G_16_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452956,SRR2859201,Machado:NA:Virginia:USA:Sep:01:2010:G_17_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452871,SRR2859202,Machado:NA:Pennsylvania:USA:Sep:01:2011:G_18_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452957,SRR2859203,Machado:NA:Virginia:USA:Sep:01:2010:G_19_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452863,SRR2859204,Machado:NA:Pennsylvania:USA:Sep:01:2011:G_2_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452872,SRR2859205,Machado:NA:Pennsylvania:USA:Sep:01:2011:G_20_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452958,SRR2859206,Machado:NA:Virginia:USA:Sep:01:2010:G_21_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452873,SRR2859207,Machado:NA:Pennsylvania:USA:Sep:01:2011:G_22_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452959,SRR2859208,Machado:NA:Virginia:USA:Sep:01:2010:G_23_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452874,SRR2859209,Machado:NA:Pennsylvania:USA:Sep:01:2011:G_24_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452864,SRR2859211,Machado:NA:Pennsylvania:USA:Sep:01:2011:G_4_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452950,SRR2859212,Machado:NA:Virginia:USA:Sep:01:2010:G_5_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452865,SRR2859213,Machado:NA:Pennsylvania:USA:Sep:01:2011:G_6_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452951,SRR2859214,Machado:NA:Virginia:USA:Sep:01:2010:G_7_1
Machado,Drosophila simulans,50,I,USA,Pennsylvania,NA,40 N,NA,2011,Sep,01,SAMN03452866,SRR2859215,Machado:NA:Pennsylvania:USA:Sep:01:2011:G_8_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452952,SRR2859216,Machado:NA:Virginia:USA:Sep:01:2010:G_9_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452783,SRR2859217,Machado:NA:Maine:USA:Oct:01:2011:H_1_1
Machado,Drosophila simulans,44,I,USA,Florida,NA,26 N,NA,2011,May,01,SAMN03452973,SRR2859218,Machado:NA:Florida:USA:May:01:2011:H_11_1
Machado,Drosophila simulans,44,I,USA,Florida,NA,26 N,NA,2011,May,01,SAMN03452974,SRR2859219,Machado:NA:Florida:USA:May:01:2011:H_13_1
Machado,Drosophila simulans,44,I,USA,Florida,NA,26 N,NA,2011,May,01,SAMN03452975,SRR2859220,Machado:NA:Florida:USA:May:01:2011:H_15_1
Machado,Drosophila simulans,44,I,USA,Florida,NA,26 N,NA,2011,May,01,SAMN03452976,SRR2859221,Machado:NA:Florida:USA:May:01:2011:H_17_1
Machado,Drosophila simulans,44,I,USA,Florida,NA,26 N,NA,2011,May,01,SAMN03452977,SRR2859222,Machado:NA:Florida:USA:May:01:2011:H_19_1
Machado,Drosophila simulans,44,I,USA,Florida,NA,26 N,NA,2011,May,01,SAMN03452978,SRR2859223,Machado:NA:Florida:USA:May:01:2011:H_21_1
Machado,Drosophila simulans,44,I,USA,Florida,NA,26 N,NA,2011,May,01,SAMN03452979,SRR2859224,Machado:NA:Florida:USA:May:01:2011:H_23_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452784,SRR2859225,Machado:NA:Maine:USA:Oct:01:2011:H_3_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452785,SRR2859226,Machado:NA:Maine:USA:Oct:01:2011:H_5_1
Machado,Drosophila simulans,38,I,USA,Maine,NA,44 N,NA,2011,Oct,01,SAMN03452786,SRR2859227,Machado:NA:Maine:USA:Oct:01:2011:H_7_1
Machado,Drosophila simulans,44,I,USA,Florida,NA,26 N,NA,2011,May,01,SAMN03452972,SRR2859228,Machado:NA:Florida:USA:May:01:2011:H_9_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452960,SRR2859229,Machado:NA:Virginia:USA:Sep:01:2010:I_1_1
Machado,Drosophila simulans,41,I,USA,Pennsylvania,NA,40 N,NA,2011,Nov,01,SAMN03452791,SRR2859230,Machado:NA:Pennsylvania:USA:Nov:01:2011:I_10_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452965,SRR2859231,Machado:NA:Virginia:USA:Sep:01:2010:I_11_1
Machado,Drosophila simulans,41,I,USA,Pennsylvania,NA,40 N,NA,2011,Nov,01,SAMN03452792,SRR2859232,Machado:NA:Pennsylvania:USA:Nov:01:2011:I_12_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452966,SRR2859233,Machado:NA:Virginia:USA:Sep:01:2010:I_13_1
Machado,Drosophila simulans,41,I,USA,Pennsylvania,NA,40 N,NA,2011,Nov,01,SAMN03452793,SRR2859234,Machado:NA:Pennsylvania:USA:Nov:01:2011:I_14_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452967,SRR2859235,Machado:NA:Virginia:USA:Sep:01:2010:I_15_1
Machado,Drosophila simulans,41,I,USA,Pennsylvania,NA,40 N,NA,2011,Nov,01,SAMN03452794,SRR2859236,Machado:NA:Pennsylvania:USA:Nov:01:2011:I_16_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452968,SRR2859237,Machado:NA:Virginia:USA:Sep:01:2010:I_17_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452969,SRR2859238,Machado:NA:Virginia:USA:Sep:01:2010:I_19_1
Machado,Drosophila simulans,41,I,USA,Pennsylvania,NA,40 N,NA,2011,Nov,01,SAMN03452787,SRR2859239,Machado:NA:Pennsylvania:USA:Nov:01:2011:I_2_1
Machado,Drosophila simulans,41,I,USA,Pennsylvania,NA,40 N,NA,2011,Nov,01,SAMN03452795,SRR2859240,Machado:NA:Pennsylvania:USA:Nov:01:2011:I_20_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452970,SRR2859241,Machado:NA:Virginia:USA:Sep:01:2010:I_21_1
Machado,Drosophila simulans,41,I,USA,Pennsylvania,NA,40 N,NA,2011,Nov,01,SAMN03452796,SRR2859242,Machado:NA:Pennsylvania:USA:Nov:01:2011:I_22_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452971,SRR2859243,Machado:NA:Virginia:USA:Sep:01:2010:I_23_1
Machado,Drosophila simulans,41,I,USA,Pennsylvania,NA,40 N,NA,2011,Nov,01,SAMN03452797,SRR2859244,Machado:NA:Pennsylvania:USA:Nov:01:2011:I_24_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452961,SRR2859245,Machado:NA:Virginia:USA:Sep:01:2010:I_3_1
Machado,Drosophila simulans,41,I,USA,Pennsylvania,NA,40 N,NA,2011,Nov,01,SAMN03452788,SRR2859246,Machado:NA:Pennsylvania:USA:Nov:01:2011:I_4_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452962,SRR2859247,Machado:NA:Virginia:USA:Sep:01:2010:I_5_1
Machado,Drosophila simulans,41,I,USA,Pennsylvania,NA,40 N,NA,2011,Nov,01,SAMN03452789,SRR2859248,Machado:NA:Pennsylvania:USA:Nov:01:2011:I_6_1
Machado,Drosophila simulans,50,I,USA,Virginia,NA,38 N,NA,2010,Sep,01,SAMN03452963,SRR2859249,Machado:NA:Virginia:USA:Sep:01:2010:I_7_1
