pop1,pop2,nei
IT_Mez_15_43,IT_Tre_16_15,0.112683349959265
IT_Mez_15_43,Machado:Linvilla:Pennsylania:North_America:Jul:01:2010:ECsimPA7_2010_pool_of_65_individuals,0.0963003278785089
IT_Mez_15_43,Machado:Linvilla:Pennsylania:North_America:Sep:01:2010:ECsimPA9_2010_pool_of_50_individuals,0.0917634969575521
IT_Mez_15_43,PT_Rec_15_16,0.0864183275024676
IT_Mez_15_43,Sedghifar:Conway:South_Carolina:North_America:Sep:NA:2011:D._sim_South_Carolina,0.232271268131758
IT_Mez_15_43,Sedghifar:Fairfield:Maine:North_America:Sep:NA:2011:D._sim_Maine,0.178059391721534
IT_Mez_15_43,Sedghifar:Miami:Florida:North_America:Sep:NA:2011:Florida,0.174372085468295
IT_Mez_15_43,Sedghifar:Panama_City:Panama:North_America:Jan:NA:2012:D._sim_Panama,0.173983244929417
IT_Mez_15_43,Sedghifar:Princeton:New_Jersey:North_America:Sep:NA:2011:D._sim_New_Jersey,0.165520845554588
IT_Mez_15_43,Sedghifar:Providence:Rhode_Island:North_America:Sep:NA:2011:D.sim_Rhode_Island,0.121960396518833
IT_Mez_15_43,Sedghifar:Raleigh:North_Carolina:North_America:Sep:NA:2011:D._sim_North_Carolina,0.165592581838695
IT_Mez_15_43,Sedghifar:Richmod:Virginia:North_America:Sep:NA:2011:D._sim_Virginia,0.165589266311194
IT_Mez_15_43,Sedghifar:Savannah:Georgia:North_America:Sep:NA:2011:D._sim_Georgia,0.181797114192058
IT_Mez_15_43,Kenya.Nairobi.2006.NA,0.194985474350894
IT_Mez_15_43,Madagascar.Joffreville.2002.NA,0.182596721924013
IT_Mez_15_43,Israel.NFS.2014.Oct,0.123512330561589
IT_Mez_15_43,Israel.SFS.2014.Oct,0.115461043715657
IT_Mez_15_43,USA.Linvilla.2011.Aug,0.358442148156487
IT_Mez_15_43,USA.Linvilla.2011.Sep,0.309667579789654
IT_Mez_15_43,USA.Charlottesville.2010.Sep,0.274733971519237
